user_pseudo_id,event_date,event_timestamp,event_name,product_id,price,currency,validated,type,value
00AE0CA4117376AE083FD6AEA744CE88,20180902,1535943983925000,ad_reward,,,,,Steps,5.0
00AE0CA4117376AE083FD6AEA744CE88,20180902,1535944080985000,ad_reward,,,,,Steps,5.0
014EE05605C94D797CA52C355638C967,20180813,1534198373295000,ad_reward,,,,,Steps,2.0
014EE05605C94D797CA52C355638C967,20180813,1534198445681031,ad_reward,,,,,Steps,2.0
014EE05605C94D797CA52C355638C967,20180813,1534198451217008,ad_reward,,,,,Steps,2.0
025FF377B4148748AF5743A54761EA15,20180626,1530010973066014,ad_reward,,,,,Steps,2.0
025FF377B4148748AF5743A54761EA15,20180626,1530011082853096,ad_reward,,,,,Steps,2.0
025FF377B4148748AF5743A54761EA15,20180626,1530011118403136,ad_reward,,,,,Steps,2.0
025FF377B4148748AF5743A54761EA15,20180629,1530267199262014,ad_reward,,,,,Steps,2.0
026E9E99CF63F4AD31203F6B2E01949D,20180712,1531454060475001,ad_reward,,,,,Steps,5.0
026E9E99CF63F4AD31203F6B2E01949D,20180712,1531454062597000,ad_reward,,,,,Steps,5.0
026E9E99CF63F4AD31203F6B2E01949D,20180712,1531454185110000,ad_reward,,,,,Steps,5.0
026E9E99CF63F4AD31203F6B2E01949D,20180712,1531454185219001,ad_reward,,,,,Steps,5.0
026E9E99CF63F4AD31203F6B2E01949D,20180713,1531484215425000,ad_reward,,,,,Steps,5.0
032918145D0FE92E31B0D5194DB1A4C3,20180628,1530224360476000,in_app_purchase,remove_ads,0.99,USD,,,990000.0
0382D8746EC192BCE3C3C84112BFCCAA,20180917,1537171119192053,ad_reward,,,,,,1.0
0393E8CD10D9BAF3E2F06D31395151E6,20180623,1529761451821000,ad_reward,,,,,Steps,5.0
0393E8CD10D9BAF3E2F06D31395151E6,20180623,1529761633010000,ad_reward,,,,,Steps,5.0
0393E8CD10D9BAF3E2F06D31395151E6,20180623,1529762425765000,ad_reward,,,,,Steps,5.0
0393E8CD10D9BAF3E2F06D31395151E6,20180623,1529762527484000,ad_reward,,,,,Steps,5.0
0393E8CD10D9BAF3E2F06D31395151E6,20180624,1529834211269052,ad_reward,,,,,Steps,5.0
0393E8CD10D9BAF3E2F06D31395151E6,20180624,1529834223950024,ad_reward,,,,,Steps,5.0
0393E8CD10D9BAF3E2F06D31395151E6,20180624,1529834407699008,ad_reward,,,,,Steps,5.0
0393E8CD10D9BAF3E2F06D31395151E6,20180624,1529834491214008,ad_reward,,,,,Steps,5.0
0393E8CD10D9BAF3E2F06D31395151E6,20180624,1529834922116009,ad_reward,,,,,Steps,5.0
0393E8CD10D9BAF3E2F06D31395151E6,20180624,1529835140566016,ad_reward,,,,,Steps,5.0
0393E8CD10D9BAF3E2F06D31395151E6,20180624,1529835394665016,ad_reward,,,,,Steps,5.0
0393E8CD10D9BAF3E2F06D31395151E6,20180624,1529835768302086,ad_reward,,,,,Steps,5.0
